"year","geo_id","crop_id","average_temperature","total_precipitation","co2_emmissions","crop_yield","extreme_weather_events","irrigation_access","pesticide","fertilizer","soil_health_index","adaptation_id","economic_impact"
"2022","28","2","4.27","1077.63","5.07","0.95","9","56","41.62","13.52","57.34","5","269.21"
"2001","31","4","30.71","2606.49","15.65","1.494","1","22.53","0.63","85.03","60.26","4","151.58"
"2023","28","8","24.99","2512.43","11.45","3.84","6","16.77","24.64","59.25","50.99","1","528.48"
"2011","33","9","25.96","2104.68","24.95","1.584","9","10.53","29.26","74.17","38.75","3","770.99"
"1994","22","5","14.25","2978.95","8.51","2.21","9","32.62","42.5","10.33","94.07","3","817.27"
"2024","4","7","11.14","2886.86","28.91","2.349","6","20.93","18.25","51.29","90.23","1","1039.44"
"2000","29","8","31.98","1814.46","23.24","2.862","4","97.31","23.15","28.4","79.1","2","882.63"
"2013","6","7","13.37","246.86","25.26","4.275","5","61.83","24.6","87.06","69.9","5","2063.85"
"2002","18","4","28","2315.61","22.92","3.519","9","59.73","48.29","60.07","40.83","3","367.05"
"2005","22","2","18.14","2620.1","10.14","1.86","9","15.49","39.58","3.7","31.39","1","364.6"
"2024","20","5","28.48","2617.47","29.06","2.196","3","19.55","37.49","46.27","41.55","3","303.45"
"2013","4","10","-0.85","2369.71","13.97","1.72","1","59.94","19.52","80.04","67.06","5","452.75"
"2023","12","3","13.54","2268.98","27.68","3.3480000000000003","8","88.77","49.7","10.75","49.44","5","1081.76"
"2013","9","4","33.38","2896.7","11.71","3.12","0","15.9","42.25","16.57","83.33","2","397.02"
"2010","24","7","-4.2","658.48","14.36","2.73","7","61.85","8.03","52.16","74.01","3","881.65"
"1995","33","7","30.28","1036.18","12.99","2.49","10","74.58","38.87","53.59","43.74","4","484.84"
"2021","15","1","20.69","2651.27","9.01","3.54","0","22.19","20.99","50.63","41.6","2","1344.26"
"2012","3","6","31.9","404.24","27.4","1.764","8","84.55","30.76","96.3","70.85","4","300.94"
"1996","29","5","2.19","1360","2.14","0.94","0","80.81","3.34","51.38","34.29","5","329.41"
"2014","7","3","9.84","2362.28","23.28","1.494","0","31.5","34.48","72.06","31.07","4","656.89"
"2002","2","6","-1.66","2476.06","13.44","1.56","9","14.91","37.91","62.54","88.78","4","252.07"
"2022","16","7","0.69","2963.56","29.39","1.26","9","23.08","36.68","91.94","63.96","3","134.4"
"2015","2","2","6.04","497.45","14.48","1.89","8","89.9","48.53","48.04","46.57","4","465.42"
"1998","23","5","30.16","2056.97","2.53","3.02","3","19.15","21.44","9.81","77.78","1","864.03"
"1999","36","7","8.43","871.92","4.24","0.9","4","33.15","13.54","73.38","40.24","4","155.13"
"1995","24","9","31.88","338.35","29.43","2.9610000000000003","8","32.31","1.25","14.39","36.53","3","627.46"
"2003","22","2","0.55","2009.2","21.14","1.593","7","13.79","9.3","93.94","89.59","4","238.69"
"2003","1","4","30.13","2786.51","16.23","1.449","2","32.49","21.65","45.01","69.4","2","686.24"
"2020","24","10","-3.51","2030.16","12.16","2.1","10","45.1","49.76","47.61","89.99","1","267.97"
"2013","35","6","25.07","1347.03","29.7","2.043","5","21.11","48.6","56.05","85.71","2","609.91"
"2012","8","10","10.61","509.86","8.02","2.58","3","88.95","42.26","74.56","56.09","5","1055.69"
"2003","13","7","26.95","1246.18","10.85","2.15","7","64.93","3.03","99.9","33.22","5","418.93"
"1990","37","2","11.51","232.69","13.41","4.104","0","58.65","7.45","89.31","85.42","3","1749.79"
"2014","2","5","14.65","2143.88","1.06","2.47","2","61.92","28.69","9.29","70.82","3","728.46"
"1993","26","4","10.24","1741.49","19.58","4.14","7","76.24","8.47","29.08","51.16","1","1892.65"
"2001","34","3","-2.08","2067.09","25.16","0.558","4","15.33","7.15","29.21","91.31","3","259.79"
"2016","19","1","-0.27","2838.2","12.44","1.43","10","71.81","33.4","43.41","89.36","2","198.85"
"2003","5","6","22.4","2085.17","29.79","1.071","10","31.35","37.48","68.18","91.81","2","442.96"
"2011","17","1","25.63","827.54","1.04","3.08","2","76.61","40.98","32.79","86.93","5","838.64"
"1997","13","6","-3.98","2401.63","13.01","0.71","2","47.62","3.61","51.79","80.9","2","232.92"
"2017","15","3","10.96","1822.92","10.03","2.16","3","82.04","20.73","76.74","86.16","4","1074.83"
"2007","36","3","26.76","292.74","3.81","1.377","8","38.48","48.03","18.6","56.43","5","223.49"
"1993","25","10","14.95","2970.03","28.01","2.592","0","76.49","11.27","14.74","72.12","1","342.98"
"1998","17","3","2.64","1994.3","20.5","2.628","6","73.21","20.18","49.33","63.91","2","386.85"
"1993","26","8","14.21","210.62","1.49","2.475","6","27.9","31.69","40.37","34.56","4","399.58"
"2016","9","6","2.21","2451.72","17.68","2.574","4","17.09","8.48","78.19","67.48","5","761.04"
"2011","30","1","31.31","328.13","16.17","0.8190000000000001","6","16.52","9.88","31.44","39.9","5","191.04"
"2003","38","6","32.48","2454.88","22.96","1.683","4","21.72","9.99","4.16","57.49","1","226.4"
"2000","20","5","33.2","1824.41","6.27","2.26","2","13.99","49.85","30.7","36.72","3","947.03"
"2023","6","7","-4.77","2025.11","13.39","0.74","1","86.95","7.75","76.86","81.11","5","304.99"
"1995","17","7","27.67","238.97","17.82","0.99","7","90.05","11.4","24.5","65.03","3","419.65"
"1994","11","5","34.84","2383.93","5.98","2.27","5","73.05","17.49","4.04","88.31","3","475.35"
"2003","7","4","2.24","749.42","13.02","1.15","2","15.22","35.55","43.26","63.4","1","169.93"
"2009","5","8","-3.08","734.27","5","0.94","8","88.8","19.13","6.88","53.34","3","380.5"
"1993","36","4","13.13","553.4","29.95","1.773","1","70","28.92","81.65","80.75","3","769.59"
"2020","36","9","27.62","324.27","25.44","1.242","5","12.63","6.2","66.2","38.85","1","164.45"
"1993","25","10","15.4","2990.12","25.55","4.41","0","16.81","49.35","61.74","33.37","2","2161.49"
"2024","37","9","20.22","2998.47","12.81","3.21","1","30.4","44.99","84.77","64.11","5","837.41"
"2021","15","8","28.52","1169.31","25.07","1.863","5","19.95","21.02","69.28","61.35","1","660.43"
"2017","3","9","17.87","1036.78","6.3","4.77","1","86.7","20.02","64.6","58.75","2","1374.19"
"1991","29","5","8.69","863.28","3.58","2.58","0","94","28.3","99.06","77.98","3","290.03"
"1991","33","5","7.5","418.77","14.3","1.314","3","54.34","30.67","30.06","33.86","4","429.86"
"2000","7","8","8.24","2764.89","0.73","2.38","10","62.57","24.29","77.31","51.26","5","756.79"
"2016","11","2","28.54","1801.23","2.67","2.13","2","38.2","22.81","6.13","52.66","3","264.14"
"1992","24","7","-1.8","1165.41","7.21","0.95","10","74.92","29.89","91.52","45.66","2","287.41"
"2010","14","8","13.14","955.7","28.09","3.951","1","92.56","6.76","82.06","89.29","5","1417.17"
"2005","33","7","15.86","915.47","25.16","3.699","8","30.88","24.18","18.27","56.78","5","1741.3"
"2018","12","1","15.96","2008.2","22.46","3.924","0","55.51","44.62","50.97","95.97","1","751.72"
"2011","18","5","14.1","1513.95","11.88","4.11","6","20.04","1.28","45.29","94.95","5","1219.85"
"1997","34","7","-0.13","451.24","10.4","1.656","8","29.77","34.02","58.74","59.22","4","463.21"
"2008","1","6","17.32","979.87","29.23","3.177","1","89.46","42.24","84.62","87.95","4","1068.38"
"2005","33","5","21.33","2260.66","29.32","1.098","5","16.94","38.24","6.63","59.3","1","148.57"
"2012","37","5","17.1","570.58","11.01","4.64","6","93.29","7.12","95.04","82.9","1","1261.9"
"2004","31","1","12.86","2991.49","16.13","3.564","10","31.85","23.57","2.13","46.54","1","741.68"
"2008","7","1","-4.56","2120.7","12.04","1.84","4","87.57","48.78","91.79","34.02","4","587.81"
"2006","27","9","31.43","1732.11","18.25","2.052","9","73.65","12.74","84.16","74.7","5","272.6"
"1996","25","4","30.76","1167.2","11.37","2.6","1","82.07","27.98","28.05","42.14","3","485.46"
"2004","7","2","31.11","373.98","29.26","2.9970000000000003","2","61.01","48.6","61.74","35.25","5","1001.86"
"1996","16","4","26.4","272.54","20.62","3.4650000000000003","0","95.61","10.01","56.33","35.86","4","837.38"
"1990","14","8","-2.06","1534.92","26.76","2.088","0","54.74","47.33","2.64","76.14","3","1010.48"
"2021","18","3","-0.67","741.13","19.88","1.944","1","27.18","3.67","83.69","39.35","3","236.58"
"2004","23","10","8.4","1981.1","22.68","0.6030000000000001","9","30.97","46.72","74.34","81.79","4","229.66"
"1999","3","3","2.66","817.72","17.71","2.6910000000000003","2","18.62","47.4","40.49","99.25","2","798.14"
"1994","26","10","29.22","643.69","28.11","2.6910000000000003","9","91.74","9.93","93.49","56.79","2","662.31"
"2006","6","10","3.16","1547.89","3.53","2.41","5","58.79","47.77","71.34","39.26","5","667.39"
"2011","12","10","1.81","1992.4","16.54","1.575","4","28.28","8.93","86.16","43.25","4","675.88"
"2001","20","10","21.55","2689.11","23.63","2.898","10","45.03","33.32","16.72","71.43","2","832.31"
"2006","18","5","28.24","1189.8","22.59","1.116","4","33.99","37.3","30.78","39.09","4","557.58"
"1994","33","3","30.74","1134.74","29.3","1.917","0","87.54","26.46","58.27","82.28","1","876.67"
"2009","32","2","16.49","2361.26","2.63","2.12","2","89.32","28.52","82.97","67.04","1","964.66"
"1992","31","2","-3.85","371.5","6.98","1.143","0","78.28","21.59","86.8","49.27","4","384.89"
"2018","1","8","25.52","690.36","8.93","2.86","2","42.4","14.36","56.94","64.58","3","1245.57"
"2021","27","6","25.64","975.52","8.09","2.98","0","94.94","17.44","13.98","88.55","1","738.15"
"2002","27","7","32.73","2900.98","20.54","1.431","10","45.84","29.64","73.68","41.84","5","602.79"
"2002","13","9","4.7","2772.99","12.29","0.66","4","43.97","10.72","34.9","42.6","2","318.82"
"2008","30","4","24.06","1538.68","2.08","1.79","4","20.15","0.61","18.32","34.08","1","625.18"
"1992","24","9","26.86","253.98","26.64","1.593","4","82.15","37.41","13.59","49.03","1","236.87"
"1990","27","5","29.71","2526.82","25.76","0.927","9","85.92","3.46","66.44","51.59","3","394.53"
"2019","31","9","20.14","2071.12","16.38","2.4480000000000004","10","77.35","13.17","72.48","40.46","4","994.96"
"2015","10","2","2.05","1329.14","20.64","0.945","7","91.85","19.79","72.31","66.63","3","204.3"
"1998","14","5","21.16","2946.38","22.89","2.826","6","46.44","14.31","99.58","76.65","1","1228.81"
"2003","15","10","5.37","961.66","14.22","1.66","1","22.17","36.41","94.9","79.52","2","550.65"
"2022","15","6","10.37","539.92","0.85","3.21","6","37.46","37.16","10.14","98.29","5","876.84"
"2023","9","2","18.48","1332.29","28.97","2.979","9","67.74","41.11","68.96","99.6","2","1281.69"
"2009","11","6","-3.52","2602.27","4.42","0.84","3","26.52","43.51","67.58","32.52","3","140.82"
"1995","8","9","32.03","658.61","11.53","1.13","3","94.55","2.8","28.49","63.7","4","443.37"
"1997","22","7","11.07","923.13","29.35","2.853","9","37.95","36.61","94.01","66.93","5","1288.83"
"1991","38","3","22.23","2862.85","18.47","1.476","3","23.65","27.24","1.73","53.92","3","622.38"
"2001","4","3","1.32","2368.4","14.44","2.86","7","86.51","19.23","90.47","79.12","5","808.12"
"2016","31","6","9.94","2523.74","27.96","1.404","3","61.59","36.16","44.63","46.29","3","664.59"
"1990","37","5","14.7","2265.29","2.33","2.03","4","79.39","48.8","3.3","77.63","3","800.36"
"1993","8","1","30.81","2203.06","17.2","2.214","7","79.55","28.51","18.5","71.85","5","1000.94"
"2011","31","6","0.37","1108.38","18.35","2.538","10","34.75","27.27","62.75","34.54","5","825.66"
"2001","39","2","0.09","605.01","19.92","0.639","6","27.94","33.52","92.79","34.74","5","284.5"
"2002","36","6","29.33","1383.66","8.15","3.15","8","22.81","7.74","94.41","48.97","5","420.94"
"2008","5","2","19.71","1328.36","18.32","2.772","6","61.6","12.58","8.92","56.95","2","961.81"
"2007","16","10","6.51","2302.59","7.71","0.67","3","95.04","36.31","91.74","44.24","3","241.88"
"2014","32","10","27.19","2800.47","25.03","3.5370000000000004","5","98.53","15.67","98.18","34.44","2","881.89"
"1990","24","7","3.2","2396.65","9.6","1.44","5","52.13","44.01","67.58","78.44","3","611.28"
"1997","37","1","13.7","1485.48","21.77","2.16","4","23.79","18.99","24.45","36.62","4","421.99"
"2002","8","4","26.65","351.85","5.74","1.332","7","73.28","12.46","49.74","60.74","4","282.47"
"2001","5","4","0.93","1412.53","29.04","2.151","10","44.38","37.74","47.46","45.05","5","630.89"
"1994","15","4","27.83","2071.9","1.39","2.06","0","28.54","4.88","61.56","50.05","2","903.68"
"1997","12","6","31.99","1953.79","26.55","2.151","2","44.53","45.94","67.06","78.92","4","421.69"
"2009","12","2","-4.26","2433.29","18.43","0.873","5","62.26","16.43","50.16","98.06","2","429.04"
"2019","18","1","-1.06","2865.11","23.5","0.513","8","85.38","20.08","76.26","39.95","3","212.3"
"1990","25","2","10.07","2807.46","8.66","1.93","0","25.04","33.12","0.39","76.81","3","459.1"
"1994","28","9","9.63","328.57","25.37","0.54","1","57.19","6.09","1.68","53.09","3","204.23"
"1999","21","9","17.31","1765.5","26.85","4.023","10","63.72","43.58","49.12","90.1","5","1032.64"
"1992","2","2","7.84","2135.79","25.38","1.107","9","14.55","5.9","35.2","83.01","1","387.26"
"2005","3","6","16.87","2551.71","29.05","2.601","7","93.39","45.95","91.2","82.03","3","825.17"
"2014","19","2","20.23","1578.95","4.73","2.02","0","65.41","17.47","21.83","75.29","3","769.86"
"1992","31","4","-1.65","2119.01","19.29","0.945","8","57.89","45.34","88.88","78.26","1","358.11"
"2005","18","2","0.43","595.87","18.93","1.719","9","21.48","9.13","90.01","83.19","2","201.73"
"1998","37","1","23.33","682.43","11.69","1.28","4","13.02","15.15","63.9","77.77","4","521.75"
"1999","28","9","8.52","1766.58","12.73","2.47","9","70.34","31.49","24.81","70.69","1","1028.93"
"2005","38","2","14.41","1098.44","25.56","1.944","9","19.29","40.35","53.95","57.99","2","365.21"
"2023","5","6","0.17","301.87","7.94","0.7020000000000001","4","72.94","44.2","43.78","77.89","4","139.59"
"1996","33","7","8.92","1726.44","15.1","0.756","8","44.68","21.73","25.98","42.69","4","97.67"
"2021","26","5","-0.26","814.71","23.5","1.35","3","48.05","14.84","3.12","40.48","5","536.35"
"2001","29","7","8.34","1782.66","27.85","0.99","10","87.27","4.51","41.37","98.59","4","180.61"
"1997","2","6","31.73","1390.13","2.94","3.81","2","63.3","31.77","0.84","77.93","5","667.7"
"1996","1","9","6.76","1071.29","7.71","2.77","9","81.89","11.8","39.64","39.77","4","1079.72"
"1996","13","7","3.53","2594.55","23.74","2.61","2","75.6","35.13","8.67","48","4","1260.85"
"1999","26","3","-3.84","1239.51","3.95","0.87","5","97.65","29.64","92.61","78.01","3","254.98"
"2006","31","5","18.08","1309.15","1.47","4.6","8","78.51","17.96","45.35","46.26","1","873.2"
"2015","6","4","4.93","2161.26","18.32","1.503","0","38.82","26.13","63.68","86.22","2","711.23"
"2021","8","2","9.51","472.38","18.08","0.891","8","81.08","44.22","52.36","60.1","3","129.34"
"2019","29","2","4.21","517.69","11.37","1.63","2","36.68","27.85","50.44","81.28","2","719.32"
"1997","40","6","33.74","1162.16","1.83","1.88","8","74.48","15.08","52.22","82.1","5","211.4"
"2004","29","10","20.52","1566.36","5.35","3.98","5","26.45","34.34","9.14","36.08","1","979.72"
"2021","1","8","25.78","2741.6","17.01","1.449","7","12.06","20.33","1.86","35.62","4","186.06"
"1999","2","10","10.86","241.64","12.27","1.629","10","68.86","10.06","68.13","96.97","4","294.92"
"1991","2","7","6.93","658.62","16.11","2.628","7","20.61","28.27","77.17","51.21","1","588.04"
"2019","23","1","-2.31","2642.69","6.8","1.79","1","51.4","27.74","20.32","51.17","4","630.2"
"2006","3","5","22.1","2462.3","18.28","3.177","2","68.39","5.05","0.57","53.6","4","378.95"
"2004","10","6","20.89","2453.05","15.66","2.736","3","43.25","31.9","77.59","60.78","1","1174.91"
"2016","24","1","26.2","1193.02","1.94","3.16","1","87.38","28.66","27.29","51.16","1","760.43"
"2000","37","3","13.79","2151.08","28.56","2.2230000000000003","2","77.06","38.84","64.53","79.95","1","999.64"
"2012","18","4","29.57","2450.08","3.32","0.96","8","19.53","4.19","18.9","43.32","5","99.43"
"1997","34","6","34.62","1456.99","12.26","1.99","3","55.44","23.82","24.31","53.9","1","919.36"
"2021","34","5","6","1339.2","6.28","2.73","3","98.51","2.78","97.17","96.44","4","837.54"
"2003","19","6","25.59","2535.97","11.83","3.11","2","50.36","43.67","47.9","58.56","1","1053.9"
"1990","24","7","28.85","2569.17","23.63","2.9610000000000003","4","71.8","43.72","53.53","47.64","2","1347.66"
"2020","25","2","32.28","298.17","12.96","2.556","7","65.98","37.45","57.33","66.74","4","1137.55"
"2015","21","4","32.43","1998.43","14.77","1.25","6","31.24","39.74","68.09","57.27","3","344.8"
"2018","18","10","22.21","836.57","29.4","1.818","2","88.4","32.42","4.13","62.36","1","246.81"
"1998","5","10","26.31","1162.21","23.38","1.143","9","58.44","38.59","64.3","71.82","2","268.14"
"1996","37","10","-3.14","310.67","27.42","1.935","5","56.69","41.46","94.26","60.12","2","212.68"
"1997","12","8","15.5","1642.19","12.43","1.74","3","91.53","32.9","6.38","63.65","1","284.02"
"2008","40","10","14.92","2113.81","1.12","3.11","3","23.08","42.97","54.25","52.65","2","1353.15"
"2005","10","1","-0.03","606.84","23.89","2.079","5","58.98","10.74","63.19","47.01","5","850.51"
"2008","9","9","11.04","2777.49","13.34","2.81","4","15.34","30.77","63.35","76.66","1","552.1"
"1998","1","6","26.32","2251.4","29.07","2.457","7","62.37","38.1","92.63","85.66","3","1012.31"
"1997","4","4","17.74","915.56","9.53","2.38","0","60.28","26.49","18.99","40.48","1","785.69"
"2001","38","6","3.32","480.6","16.15","1.6740000000000002","4","88.13","49.74","24.88","57.51","1","452.21"
"2000","25","7","7.77","1538.32","0.73","0.6","0","96.86","37.43","65.58","83.98","1","289.5"
"2011","36","5","0.59","2686.06","16.89","1.026","4","97.34","32.55","20.1","68.39","3","449.88"
"2007","15","6","22.54","1081.32","17.74","1.116","4","81.24","31.29","83.13","75.51","4","165.84"
"2013","33","6","-4.14","2379.93","11.79","2.98","6","60.03","3.6","74.29","68.05","4","650.68"
"2022","11","10","0.07","2892.14","17.31","0.6120000000000001","4","82.47","16.37","12.17","68","5","205.08"
"2023","15","5","-2.4","806.28","15.89","1.2060000000000002","4","50.43","26.45","99.5","31.8","1","511.58"
"2022","19","2","13.99","2473.53","26.9","2.385","1","42.14","0.95","60.82","39.55","4","250.93"
"2000","12","10","14.64","2302.18","17.79","1.512","7","90.4","16.37","72.89","37.33","4","273.64"
"2019","13","3","8.77","918.67","24.38","1.395","3","28.5","8.35","63.53","83.11","1","246.04"
"2008","31","1","13.93","1236.69","17.43","3.843","1","14.03","11.82","31.17","76.24","3","1568.51"
"1996","23","1","25.87","1045.81","15.46","3.132","0","71.69","1.54","94.64","98.93","2","683.15"
"2003","5","2","2.87","1561.46","16.13","2.502","6","25.3","39.81","33.09","75.21","5","1145.89"
"2014","26","3","0.28","1547.72","10.25","2.76","10","64.27","43.66","15.93","75.36","3","1114.88"
"2003","3","10","11.69","250.71","17.41","3.447","7","93.13","6.74","1.87","90.54","4","1332.88"
"2019","26","8","29.22","2192.23","5.99","2.5","6","56.02","41.23","46.15","58.41","2","1154.64"
"2022","19","1","-3.4","1652.81","25.75","1.791","0","55.33","6.97","72.53","48.37","3","836.18"
"2015","2","6","13.32","737.04","6.33","2.94","1","12.07","3.05","11.74","30.63","1","967.83"
"1996","2","5","-2.93","1105.9","9.98","0.71","3","28.94","28.12","75.42","78.15","5","146.37"
"1995","11","3","17.61","548.77","23.37","1.719","6","39.9","13.49","73.75","93.81","1","349.99"
"2019","7","3","9.57","968.37","12.12","1.72","3","11.84","8.35","64.4","30.2","3","824.62"
"2024","11","8","-4.06","1174.19","6.43","1.22","7","71.74","3.29","59.39","40.45","3","266.24"
"1993","28","3","30.96","456.45","5.76","3.285","4","28.91","19.17","55.14","62","1","393.01"
"1996","3","4","25.97","878.59","13.08","3.68","3","24.05","37.28","64.85","36.6","3","1823.03"
"2015","15","8","19.18","2464.59","18.08","3.231","10","88.64","10.53","25.8","45.94","2","1500.58"
"2016","38","1","33.74","2251.09","29.66","1.017","2","50.45","11.55","33.71","30.84","1","206.05"
"2010","23","3","1.97","1292.69","2.61","2.29","3","77.12","45.54","11.25","48.36","4","781.78"
"2000","5","8","34.89","1198.24","2.92","1.88","8","48.11","12.94","93.59","87.06","4","917.86"
"1993","34","4","16.72","2981.4","4.85","4.89","10","70.38","38.97","58.57","78.21","3","601.6"
"2018","18","1","3.16","1929.35","5.65","1.2","1","29.77","35.96","73.31","69.58","3","290.93"
"2011","6","6","9.37","541.69","26.95","0.657","2","53.17","34.35","66.42","55.12","2","104.11"
"2023","12","2","33.95","471.46","17.27","1.53","6","58.32","49.81","58.68","43.22","2","321.94"
"1996","22","7","0.74","1076.95","4.03","1.88","0","40.89","7.97","15.59","60.35","2","251.4"
"1995","8","3","7.07","2273.72","5.77","0.58","10","92.5","29.57","25.78","90.75","3","176.28"
"2022","36","1","12.64","1495.9","17.89","1.512","3","91.71","1.08","21.5","65.54","1","213.04"
"2006","6","8","-4.04","2672.74","27.56","1.476","8","77.25","10.81","98.29","77.04","5","367.21"
"1991","17","1","25.85","712.35","5.75","0.95","1","50.79","37.12","84.83","47.06","2","275.98"
"2002","11","7","2.61","1763.19","14.57","1.98","8","98.86","5.14","47.73","85.86","2","242.04"
"2019","29","3","2.21","1551.07","27.68","1.836","10","47.21","31.19","10.75","70.61","1","455.33"
"2016","35","5","28.65","2348.9","4.94","1.21","6","95.47","23.81","55.86","69.16","3","596.97"
"1994","11","7","-1.5","905.84","18.95","0.5040000000000001","3","57.4","41.06","53.26","66.34","4","244.38"
"1994","37","6","3.67","2953.61","11.26","2.32","8","28.57","34.81","21.81","92.57","1","914.84"
"2020","17","7","-2.97","947.32","26.15","2.6910000000000003","9","21.91","44.49","7.51","85.94","4","577.38"
"2012","13","5","27.02","2065.21","28.29","1.197","1","65.11","28.74","92.75","32.19","1","559.09"
"2008","19","7","-4.68","1045.38","25.15","0.468","1","96.55","14.89","5.24","72.65","4","126.17"
"2010","10","3","34.51","1800.48","25.57","2.421","2","56.46","11.94","19.13","73.25","2","911.49"
"2001","3","3","21.11","763.31","20.12","0.8280000000000001","0","73.56","7.01","83.29","71.12","2","330.85"
"2020","40","5","10.68","1403.68","11.05","4.82","6","33.83","2.23","83.76","78.45","2","1035.54"
"1999","38","9","6.85","2616.16","9","1.7","4","81.2","14.13","15.36","98.96","1","460.39"
"2019","6","4","4.32","2346.7","2.73","1.68","5","17.28","16.4","57.26","63.48","2","416.7"
"2020","34","6","17.35","236.06","8.32","2.619","6","10.57","39.66","73.38","85.85","4","421"
"1999","24","5","14.57","1152.06","8.72","1.84","5","75.89","42.14","4.94","89.08","5","830.46"
"2023","7","9","31.88","1958.97","27.74","0.7290000000000001","3","64","24.91","37.72","49.63","2","94.49"
"2024","2","4","-4.04","909.43","3.46","1.71","8","25.43","25.66","37.87","63.48","1","347.53"
"2012","13","10","31.3","398.58","19.1","3.168","1","77.05","38.19","49.13","80.33","1","908.31"
"2000","4","7","5.5","285.75","12.69","1.953","2","54.16","23.14","2.28","79.79","5","669.08"
"1999","3","9","12.59","2104.53","29.24","3.3120000000000003","1","73","12.94","30.15","46.14","3","1121.78"
"2009","29","1","1.11","2772.84","28.42","1.161","3","63.45","40.49","35.85","54.7","3","279.07"
"2024","11","6","-2.55","1906.34","12.95","1.61","6","40.92","38.52","69.34","84.86","5","357.69"
"2001","20","8","32.25","2399.24","22.06","1.278","8","26.68","2.01","70.78","71.12","1","376.06"
"2014","16","6","12.75","1168.22","1.33","4.42","5","32.24","13.06","83.76","62.28","5","2169.98"
"1992","2","2","7.14","391.24","17.41","1.593","9","79.3","35.72","74.84","70.78","1","769.65"
"2018","20","6","5.01","2893.88","4.95","1.73","6","55.51","1.29","73.49","88.44","1","387.34"
"2000","2","9","14.97","2333.82","14.96","4.66","2","12.45","10.76","41.85","46.73","3","1096.45"
"1992","27","10","28.02","1618.35","3.2","2.76","4","95.23","31.72","55.96","45.97","1","1170.2"
"1993","15","7","11.55","428.15","12.91","2.142","10","91.58","33.14","44.13","40.37","4","1054.33"
"2000","39","2","30.74","1179.64","27.46","2.727","6","88.2","42.2","34.28","98.58","2","923.24"
"2022","37","2","31.78","1165.89","0.9","2.91","9","14.11","31.07","35.96","93.57","5","1111.77"
"2011","21","9","34.79","1553.09","25.69","2.178","2","24.28","29.75","70.26","50.39","4","372.92"
"1995","35","6","23.97","1743.85","16.51","2.493","3","59.3","22.78","13.92","67.45","2","1054.05"
"2005","33","1","31.9","2155.77","21.02","3.285","6","44.9","20.3","0.51","32.24","5","724.35"
"2017","32","6","8.78","599.55","1.05","1.23","1","89.04","27.3","65.27","83","5","384.89"
"1998","26","3","31.23","563.6","5.66","3.31","3","52.03","47.27","77.72","91.4","1","642.8"
"2008","2","9","30.14","1392.28","11.38","1.14","8","31.73","27.4","44.63","77.36","4","252.56"
"2002","6","2","-2.8","1882.57","15.72","2.331","6","60.44","24.22","61.38","70.69","2","644.12"
"2005","8","6","17.57","508.5","7.93","2.74","7","26.9","34.09","6.44","86.77","2","1219.83"
"2015","19","10","-4.14","2883.88","24.61","1.647","4","49","25.29","72.27","83.44","2","605.69"
"2016","38","8","5.38","269.88","8.11","2.7","10","46.62","41.17","92.92","42.24","4","1172.76"
"2014","13","3","14.49","1884.53","8","2.73","5","73.07","19.92","54.16","87.07","5","798.53"
"2017","2","3","27.93","1735.48","18.1","2.007","9","53.82","41.81","80.2","41.62","5","368.12"
"2009","25","2","9.73","211.02","24.29","0.927","8","47.67","34.38","48.95","71.27","2","154.87"
"2013","31","2","6.21","1523.88","13.03","1.96","1","11.84","13.06","26.52","96.36","1","334.85"
"2012","1","9","19.72","1258.02","27.1","1.539","4","16.98","43.53","18.64","73.15","4","561.09"
"2020","19","8","7.5","2313.43","21.11","0.81","8","80.27","45.49","39.55","65.35","5","195.99"
"2014","37","5","30.71","1940.83","10.41","2.69","6","25.59","36.75","15.4","97.15","4","509.52"
"1994","3","1","31.02","580.64","20.66","1.6740000000000002","5","48.92","9.19","37.31","54.51","4","469.73"
"2019","5","1","3.74","2741.3","22.13","0.945","6","42.27","16.53","28.72","73.99","3","427.31"
"2021","7","5","-3.43","2805.17","6.1","2.92","10","49.47","44.79","19.71","92.41","4","430.61"
"2011","7","9","17.24","264.5","27.26","2.574","4","61.85","28.34","70.37","56.93","5","436.79"
"2005","6","9","12.41","2260.5","26.57","1.7009999999999998","9","63.85","41.95","37.01","74.9","4","252.8"
"1994","11","2","7.29","560.59","1.33","1.43","10","72.86","27.79","95.03","95.92","3","324.19"
"2000","11","8","24.6","543.13","26.65","0.918","10","99.63","16.5","76.67","33.47","1","371.68"
"2023","23","6","34.44","649.4","29.97","1.512","6","96.46","16.15","1.68","45.39","2","367.48"
"2011","11","2","3.48","2180.99","21.95","1.53","0","57.85","42.58","25.6","83.78","1","449.7"
"2004","11","1","24.87","2211.64","12.65","2.38","4","17.82","31.9","92.34","59.13","4","1142.72"
"1992","11","5","34.73","1828.17","2.23","3.05","7","52.36","48.58","40.35","44.37","2","722.76"
"2003","29","9","32.12","2147.17","17.18","0.882","7","68.27","37.08","94.9","62.88","5","318.15"
"1992","35","7","32.09","1808.18","5.67","3.11","4","50.14","48.55","37.06","75.77","1","1306.83"
"2013","34","5","-1.43","824.53","21.28","1.53","5","58.55","38.88","72.31","68.34","4","435.46"
"2002","21","10","9.8","656.46","17.65","2.052","9","97.12","33.91","39.73","40.52","5","227.46"
"2024","20","2","2.11","2349.97","14.06","0.91","8","51.11","15.76","31.52","74.79","2","106.69"
